suggerisco suggerisci suggerisce suggeriamo suggerite suggeriscono 
faccio fai fa faciamo facete facciono 
segno segni segna segniamo segnate segnano 
testo testi testa testiamo testate testano 
occo occhi occa occhiamo occate occano 
pergo pergi perge pergiamo pergete pergono 
vuoto vuoti vuota vuotiamo vuotate vuotano 
guardo guardi guarda guardiamo guardate guardano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
bianco bianchi bianca bianchiamo biancate biancano 
sono sei è siamo siete sono 
scavo scavi scava scaviamo scavate scavano 
dormo dormi dorme dormiamo dormite dormono 
dò dai da diamo date danno 
faccio fai fa faciamo facete facciono 
aristarcheggio aristarcheggi aristarcheggia aristarcheggiamo aristarcheggiate aristarcheggiano 
strappo strappi strappa strappiamo strappate strappano 
dò dai da diamo date danno 
comincio cominci comincia cominciamo cominciate cominciano 
mango mani mane maniamo manete mangono 
faccio fai fa faciamo facete facciono 
apposto apposti apposta appostiamo appostate appostano 
detto detti detta dettiamo dettate dettano 
voglio vuoi vuole vogliamo volete vogliono 
donneggio donneggi donneggia donneggiamo donneggiate donneggiano 
vado vai va andiamo andate vanno 
voglio vuoi vuole vogliamo volete vogliono 
donneggio donneggi donneggia donneggiamo donneggiate donneggiano 
lego legi lege legiamo legete legono 
stringo stringi stringe stringiamo stringete stringono 
penso pensi pensa pensiamo pensate pensano 
dormo dormi dorme dormiamo dormite dormono 
tratto tratti tratta trattiamo trattate trattano 
ospito ospiti ospita ospitiamo ospitate ospitano 
vado vai va andiamo andate vanno 
voglio vuoi vuole vogliamo volete vogliono 
donneggio donneggi donneggia donneggiamo donneggiate donneggiano 
penso pensi pensa pensiamo pensate pensano 
voglio vuoi vuole vogliamo volete vogliono 
accenno accenni accenna accenniamo accennate accennano 
sorrido sorridi sorride sorridiamo sorridete sorridono 
lancio lanci lancia lanciamo lanciate lanciano 
strado stradi strada stradiamo stradate stradano 
sono sei è siamo siete sono 
capo capi capa capiamo capate capano 
devo devi deve dobbiamo dovete debbono 
noio noi noia noiamo noiate noiano 
guardo guardi guarda guardiamo guardate guardano 
sorprendo sorprendi sorprende sorprendiamo sorprendete sorprendono 
sono sei è siamo siete sono 
capo capi capa capiamo capate capano 
decido decidi decide decidiamo decidete decidono 
decido decidi decide decidiamo decidete decidono 
amico amichi amica amichiamo amicate amicano 
sono sei è siamo siete sono 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
sono sei è siamo siete sono 
amico amichi amica amichiamo amicate amicano 
so sai sa sappiamo sapete sanno 
dormo dormi dorme dormiamo dormite dormono 
vado vai va andiamo andate vanno 
albergo alberghi alberga alberghiamo albergate albergano 
capito capiti capita capitiamo capitate capitano 
succedo succedi succede succediamo succedete succedono 
guardo guardi guarda guardiamo guardate guardano 
prendo prendi prende prendiamo prendete prendono 
respiro respiri respira respiriamo respirate respirano 
naso nasi nasa nasiamo nasate nasano 
sono sei è siamo siete sono 
contento contenti contenta contentiamo contentate contentano 
sono sei è siamo siete sono 
torno torni torna torniamo tornate tornano 
sono sei è siamo siete sono 
contento contenti contenta contentiamo contentate contentano 
stringo stringi stringe stringiamo stringete stringono 
sussurro sussurri sussurra sussurriamo sussurrate sussurrano 
sempiternare semplicizzare semplificare senapizzare senilizzare sensazionalizzare 
sono sei è siamo siete sono 
abbraccio abbracci abbraccia abbracciamo abbracciate abbracciano 
posso puoi può possiamo potete possono 
vengo vieni viene veniamo venite vengono 
dò dai da diamo date danno 
piacio piaci piacia piaciamo piaciate piaciano 
scendo scendi scende scendiamo scendete scendono 
stringo stringi stringe stringiamo stringete stringono 
golo goli gola goliamo golate golano 
faccio fai fa faciamo facete facciono 
piango piangi piange piangiamo piangete piangono 
singhiozzo singhiozzi singhiozza singhiozziamo singhiozzate singhiozzano 
piango piagni piagne piagniamo piagnete piangono 
tifo tifi tifa tifiamo tifate tifano 
stropiccio stropicci stropiccia stropicciamo stropicciate stropicciano 
veggo vedi vede vediamo vedete vedono 
faccio fai fa faciamo facete facciono 
figuro figuri figura figuriamo figurate figurano 
giorno giorni giorna giorniamo giornate giornano 
dò dai da diamo date danno 
devio devi devia deviamo deviate deviano 
turcheggio turcheggi turcheggia turcheggiamo turcheggiate turcheggiano 
sono sei è siamo siete sono 
stanco stanchi stanca stanchiamo stancate stancano 
capriccio capricci capriccia capricciamo capricciate capricciano 
faccio fai fa faciamo facete facciono 
bravo bravi brava braviamo bravate bravano 
appeno appeni appena appeniamo appenate appenano 
finisco finisci finisce finiamo finite finiscono 
porgo porgi porge porgiamo porgete porgono 
pedalo pedali pedala pedaliamo pedalate pedalano 
rantolo rantoli rantola rantoliamo rantolate rantolano 
sono sei è siamo siete sono 
pedalo pedali pedala pedaliamo pedalate pedalano 
remo remi rema remiamo remate remano 
pedalo pedali pedala pedaliamo pedalate pedalano 
como comi come comiamo comete comono 
bicicletto bicicletti bicicletta biciclettiamo biciclettate biciclettano 
sono sei è siamo siete sono 
asciugo asciughi asciuga asciughiamo asciugate asciugano 
posso puoi può possiamo possete possono 
anagrammatizzo anagrammatizzi anagrammatizza anagrammatizziamo anagrammatizzate anagrammatizzano 
fino fini fina finiamo finate finano 
paveso pavesi pavesa pavesiamo pavesate pavesano 
arreto arreti arreta arretiamo arretate arretano 
voglio vuoi vuole vogliamo volete vogliono 
anagrammatizzo anagrammatizzi anagrammatizza anagrammatizziamo anagrammatizzate anagrammatizzano 
dò dai da diamo date danno 
piaccio piaci piace piaciamo piacete piaciono 
ridò ridai ridà ridiamo ridate ridanno 
voglio vuoi vuole vogliamo volete vogliono 
anagrammatizzo anagrammatizzi anagrammatizza anagrammatizziamo anagrammatizzate anagrammatizzano 
so sai sa sappiamo sapete sanno 
piaccio piaci piace piaciamo piacete piaciono 
stampello stampelli stampella stampelliamo stampellate stampellano 
guardo guardi guarda guardiamo guardate guardano 
lontano lontani lontana lontaniamo lontanate lontanano 
vado vai va andiamo andate vanno 
strappo strappi strappa strappiamo strappate strappano 
conosco conosci conosce conosciamo conoscete conoscono 
aggrotto aggrotti aggrotta aggrottiamo aggrottate aggrottano 
sono sei è siamo siete sono 
orso orsi orsa orsiamo orsate orsano 
lavo lavi lava laviamo lavate lavano 
panno panni panna panniamo pannate pannano 
esisto esisti esiste esistiamo esistete esistono 
sono sei è siamo siete sono 
rimetto rimetti rimette rimettiamo rimettete rimettono 
sono sei è siamo siete sono 
sgranchisco sgranchisci sgranchisce sgranchiamo sgranchite sgranchiscono 
schieno schieni schiena schieniamo schienate schienano 
torno torni torna torniamo tornate tornano 
devo devi deve dobbiamo dovete debbono 
paperare papillare papineggiare pappagallare pappagalleggiare pappare 
vado vai va andiamo andate vanno 
giambo giambi giamba giambiamo giambate giambano 
mangio mangi mangia mangiamo mangiate mangiano 
apro apri apre apriamo aprite aprono 
porto porti porta portiamo portate portano 
sto stai sta stiamo state stanno 
endico endichi endica endichiamo endicate endicano 
sono sei è siamo siete sono 
scuso scusi scusa scusiamo scusate scusano 
sono sei è siamo siete sono 
arrivo arrivi arriva arriviamo arrivate arrivano 
inchiodo inchiodi inchioda inchiodiamo inchiodate inchiodano 
nuvolo nuvoli nuvola nuvoliamo nuvolate nuvolano 
sono sei è siamo siete sono 
scendo scendi scende scendiamo scendete scendono 
como comi come comiamo comete comono 
sono sei è siamo siete sono 
urlo urli urla urliamo urlate urlano 
faccio fai fa faciamo facete facciono 
segno segni segna segniamo segnate segnano 
sono sei è siamo siete sono 
passo passi passa passiamo passate passano 
vicino vicini vicina viciniamo vicinate vicinano 
dò dai da diamo date danno 
colpo colpi colpa colpiamo colpate colpano 
sto stai sta stiamo state stanno 
dò dai da diamo date danno 
sono sei è siamo siete sono 
pieno pieni piena pieniamo pienate pienano 
tengo tieni tiene teniamo tenete tengono 
testo testi testa testiamo testate testano 
avvolto avvolti avvolta avvoltiamo avvoltate avvoltano 
coperto coperti coperta copertiamo copertate copertano 
sono sei è siamo siete sono 
accorgo accorgi accorge accorgiamo accorgete accorgono 
sono sei è siamo siete sono 
scendo scendi scende scendiamo scendete scendono 
buco buchi buca buchiamo bucate bucano 
sembro sembri sembra sembriamo sembrate sembrano 
sono sei è siamo siete sono 
gonfio gonfi gonfia gonfiamo gonfiate gonfiano 
violo violi viola violiamo violate violano 
avvento avventi avventa avventiamo avventate avventano 
sopro sopri sopra sopriamo soprate soprano 
sono sei è siamo siete sono 
avvicino avvicini avvicina avviciniamo avvicinate avvicinano 
dò dai da diamo date danno 
segno segni segna segniamo segnate segnano 
sento senti sente sentiamo sentite sentono 
sento senti senta sentiamo sentate sentano 
sono sei è siamo siete sono 
avvicino avvicini avvicina avviciniamo avvicinate avvicinano 
sento senti senta sentiamo sentate sentano 
sospiro sospiri sospira sospiriamo sospirate sospirano 
taglio tagli taglia tagliamo tagliate tagliano 
chiamo chiami chiama chiamiamo chiamate chiamano 
duro duri dura duriamo durate durano 
strado stradi strada stradiamo stradate stradano 
vengo vieni viene veniamo venite vengono 
coso cosi cosa cosiamo cosate cosano 
importo importi importa importiamo importate importano 
dico dici dice diciamo dicete dicono 
dico dici dice diciamo dicete dicono 
manco manchi manca manchiamo mancate mancano 
detto detti detta dettiamo dettate dettano 
detto detti detta dettiamo dettate dettano 
devio devi devia deviamo deviate deviano 
premetto premetti premette premettiamo premettete premettono 
voglio vuoi vuole vogliamo volete vogliono 
solo soli sola soliamo solate solano 
voglio vuoi vuole vogliamo volete vogliono 
sento senti sente sentiamo sentite sentono 
ripeto ripeti ripete ripetiamo ripetete ripetono 
dico dici dice diciamo dicete dicono 
voglio vuoi vuole vogliamo volete vogliono 
manco manchi manca manchiamo mancate mancano 
detto detti detta dettiamo dettate dettano 
devio devi devia deviamo deviate deviano 
premetto premetti premette premettiamo premettete premettono 
voglio vuoi vuole vogliamo volete vogliono 
solo soli sola soliamo solate solano 
mammo mammi mamma mammiamo mammate mammano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
coperto coperti coperta copertiamo copertate copertano 
rispondo rispondi risponde rispondiamo rispondete rispondono 
mammo mammi mamma mammiamo mammate mammano 
sono sei è siamo siete sono 
dico dici dice diciamo dicete dicono 
vivo vivi vive viviamo vivete vivono 
visto visti vista vistiamo vistate vistano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
metto metti mette mettiamo mettete mettono 
giuro giuri giura giuriamo giurate giurano 
testo testi testa testiamo testate testano 
sono sei è siamo siete sono 
vivo vivi vive viviamo vivete vivono 
visto visti vista vistiamo vistate vistano 
sono sei è siamo siete sono 
bello belli bella belliamo bellate bellano 
quadro quadri quadra quadriamo quadrate quadrano 
piano piani piana pianiamo pianate pianano 
treno treni trena treniamo trenate trenano 
veggo vedi vede vediamo vedete vedono 
sono sei è siamo siete sono 
rompo rompi rompe rompiamo rompete rompono 
butto butti butta buttiamo buttate buttano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
moro mori more moriamo morete morono 
sono sei è siamo siete sono 
moro mori more moriamo morete morono 
sono sei è siamo siete sono 
moro mori more moriamo morete morono 
moro mori more moriamo morete morono 
vivo vivi vive viviamo vivete vivono 
sono sei è siamo siete sono 
mondo mondi monda mondiamo mondate mondano 
sono sei è siamo siete sono 
pieno pieni piena pieniamo pienate pienano 
buco buchi buca buchiamo bucate bucano 
sono sei è siamo siete sono 
moro mori more moriamo morete morono 
sono sei è siamo siete sono 
pallo palli palla palliamo pallate pallano 
pieno pieni piena pieniamo pienate pienano 
buco buchi buca buchiamo bucate bucano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
poggio poggi poggia poggiamo poggiate poggiano 
schieno schieni schiena schieniamo schienate schienano 
veggo vedi vede vediamo vedete vedono 
luno luni luna luniamo lunate lunano 
sono sei è siamo siete sono 
visto visti vista vistiamo vistate vistano 
devio devi devia deviamo deviate deviano 
stampello stampelli stampella stampelliamo stampellate stampellano 
sempiternare semplicizzare semplificare senapizzare senilizzare sensazionalizzare 
rimango rimani rimane rimaniamo rimanete rimangono 
vengo vieni viene veniamo venite vengono 
scosso scossi scossa scossiamo scossate scossano 
testo testi testa testiamo testate testano 
so sai sa sappiamo sapete sanno 
vengo vieni viene veniamo venite vengono 
so sai sa sappiamo sapete sanno 
sto stai sta stiamo state stanno 
so sai sa sappiamo sapete sanno 
detto detti detta dettiamo dettate dettano 
piano piani piana pianiamo pianate pianano 
posso puoi può possiamo potete possono 
metto metti mette mettiamo mettete mettono 
dò dai da diamo date danno 
calcio calci calcia calciamo calciate calciano 
so sai sa sappiamo sapete sanno 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
cattivo cattivi cattiva cattiviamo cattivate cattivano 
piacio piaci piacia piaciamo piaciate piaciano 
so sai sa sappiamo sapete sanno 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
sono sei è siamo siete sono 
cattivo cattivi cattiva cattiviamo cattivate cattivano 
piacio piaci piacia piaciamo piaciate piaciano 
continuo continui continua continuiamo continuate continuano 
scaffalo scaffali scaffala scaffaliamo scaffalate scaffalano 
scatto scatti scatta scattiamo scattate scattano 
sono sei è siamo siete sono 
vengo vieni viene veniamo venite vengono 
fino fini fina finiamo finate finano 
faccio fai fa faciamo facete facciono 
strado stradi strada stradiamo stradate stradano 
caccio cacci caccia cacciamo cacciate cacciano 
vado vai va andiamo andate vanno 
vado vai va andiamo andate vanno 
